Time,Weight
14:25:13,-0.03275731
14:25:14,-0.053601805
14:25:15,-0.061047182
14:25:16,0.004466373
14:25:17,-0.069980993
14:25:18,0.002977937
14:25:19,-0.064025652
14:25:20,-0.037224216
14:25:21,-0.011911216
14:25:22,-0.047646464
14:25:23,-0.023823498
14:25:24,-0.05509184
14:25:25,-0.047646464
14:25:26,-0.041691122
14:25:27,-0.023823498
14:25:28,-0.016378122
14:25:29,-0.047646464
14:25:30,-0.041691122
14:25:31,-0.047646464
14:25:32,0.008933279
14:25:33,-0.067002523
14:25:34,-0.07742637
14:25:35,-0.061047182
14:25:36,-0.044667994
14:25:37,-0.013401251
14:25:38,-0.025311934
14:25:39,-0.061047182
14:25:40,-0.058068711
14:25:41,-0.044667994
14:25:42,-0.053601805
14:25:43,-0.03573578
14:25:44,-0.019356593
14:25:45,-0.068492558
14:25:46,-0.020845028
14:25:47,-0.025311934
14:25:48,-0.044667994
14:25:49,-0.068492558
14:25:50,-0.056580276
14:25:51,-0.03275731
14:25:52,-0.031268875
14:25:53,-0.044667994
14:25:54,-0.038712652
14:25:55,-0.002977404
14:25:56,-0.017868157
14:25:57,-0.03275731
14:25:58,-0.017868157
14:25:59,-0.062535617
14:26:00,-0.061047182
14:26:01,-0.050624934
14:26:02,-0.047646464
14:26:03,-0.038712652
14:26:04,-0.083381711
14:26:05,-0.041691122
14:26:06,-0.020845028
14:26:07,-0.047646464
14:26:08,-0.0491349
14:26:09,-0.069980993
14:26:10,-0.068492558
14:26:11,-0.05509184
14:26:12,0.020845561
14:26:13,-0.002977404
14:26:14,-0.053601805
14:26:15,-0.046158028
14:26:16,-0.047646464
14:26:17,-0.020845028
14:26:18,-0.065514088
14:26:19,-0.053601805
14:26:20,-0.05509184
14:26:21,-0.028290404
14:26:22,-0.071469429
14:26:23,-0.053601805
14:26:24,-0.072959464
14:26:25,-0.068492558
14:26:26,-0.047646464
14:26:27,-0.028290404
14:26:28,-0.071469429
14:26:29,-0.014889686
14:26:30,-0.043179558
14:26:31,-0.07742637
14:26:32,-0.058068711
14:26:33,-0.0491349
14:26:34,-0.020845028
14:26:35,-0.059558746
14:26:36,0.004466373
14:26:37,-0.086360181
14:26:38,-0.026801969
14:26:39,-0.03275731
14:26:40,-0.037224216
14:26:41,-0.089337053
14:26:42,-0.062535617
14:26:43,-0.065514088
14:26:44,-0.038712652
14:26:45,-0.047646464
14:26:46,-0.068492558
14:26:47,-0.059558746
14:26:48,-0.037224216
14:26:49,-0.0491349
14:26:50,-0.080403241
14:26:51,-0.061047182
14:26:52,-0.059558746
14:26:53,-0.050624934
14:26:54,-0.065514088
14:26:55,-0.041691122
14:26:56,-0.05509184
14:26:57,-0.03275731
14:26:58,-0.072959464
14:26:59,-0.044667994
14:27:00,-0.031268875
14:27:01,-0.053601805
14:27:02,-0.056580276
14:27:03,-0.005955875
14:27:04,-0.046158028
14:27:05,-0.034245746
14:27:06,-0.081893275
14:27:07,-0.068492558
14:27:08,0.001489502
14:27:09,-0.03573578
14:27:10,-0.047646464
14:27:11,-0.041691122
14:27:12,-0.089337053
14:27:13,-0.043179558
14:27:14,-0.031268875
14:27:15,-0.038712652
14:27:16,-0.047646464
14:27:17,-0.068492558
14:27:18,-0.028290404
14:27:19,-0.011911216
14:27:20,-0.004467439
14:27:21,-0.03275731
14:27:22,-0.040202686
14:27:23,-0.03275731
14:27:24,-0.034245746
14:27:25,-0.020845028
14:27:26,-0.040202686
14:27:27,-0.017868157
14:27:28,-0.047646464
14:27:29,-0.0491349
14:27:30,-0.03275731
14:27:31,-0.001488969
14:27:32,-0.03275731
14:27:33,-0.072959464
14:27:34,-0.043179558
14:27:35,-0.02977884
14:27:36,-0.040202686
