Measurement Start time (24hr time),Pressure (bar),Flux 0 (LMH),Flux 1 (LMH),Flux 2 (LMH),Average Flux (LMH),Standard Deviation (LMH),Standard Error (%)
15:42:00,2.068428,3710.478798010412,3862.9657720167197,3797.7312832170237,3790.3919510813853,62.468491564670714,1.6480747207910433
