Time,Weight
14:25:13,-0.036397012
14:25:14,-0.059557561
14:25:15,-0.067830202
14:25:16,0.004962637
14:25:17,-0.077756659
14:25:18,0.003308819
14:25:19,-0.071139614
14:25:20,-0.04136024
14:25:21,-0.013234685
14:25:22,-0.052940516
14:25:23,-0.026470553
14:25:24,-0.061213155
14:25:25,-0.052940516
14:25:26,-0.046323469
14:25:27,-0.026470553
14:25:28,-0.018197914
14:25:29,-0.052940516
14:25:30,-0.046323469
14:25:31,-0.052940516
14:25:32,0.009925865
14:25:33,-0.074447248
14:25:34,-0.0860293
14:25:35,-0.067830202
14:25:36,-0.049631104
14:25:37,-0.014890279
14:25:38,-0.028124371
14:25:39,-0.067830202
14:25:40,-0.06452079
14:25:41,-0.049631104
14:25:42,-0.059557561
14:25:43,-0.039706422
14:25:44,-0.021507325
14:25:45,-0.076102842
14:25:46,-0.023161143
14:25:47,-0.028124371
14:25:48,-0.049631104
14:25:49,-0.076102842
14:25:50,-0.062866973
14:25:51,-0.036397012
14:25:52,-0.034743194
14:25:53,-0.049631104
14:25:54,-0.043014057
14:25:55,-0.003308227
14:25:56,-0.019853508
14:25:57,-0.036397012
14:25:58,-0.019853508
14:25:59,-0.069484019
14:26:00,-0.067830202
14:26:01,-0.056249926
14:26:02,-0.052940516
14:26:03,-0.043014057
14:26:04,-0.092646346
14:26:05,-0.046323469
14:26:06,-0.023161143
14:26:07,-0.052940516
14:26:08,-0.054594333
14:26:09,-0.077756659
14:26:10,-0.076102842
14:26:11,-0.061213155
14:26:12,0.023161735
14:26:13,-0.003308227
14:26:14,-0.059557561
14:26:15,-0.051286698
14:26:16,-0.052940516
14:26:17,-0.023161143
14:26:18,-0.072793431
14:26:19,-0.059557561
14:26:20,-0.061213155
14:26:21,-0.031433783
14:26:22,-0.079410477
14:26:23,-0.059557561
14:26:24,-0.081066071
14:26:25,-0.076102842
14:26:26,-0.052940516
14:26:27,-0.031433783
14:26:28,-0.079410477
14:26:29,-0.016544096
14:26:30,-0.047977286
14:26:31,-0.0860293
14:26:32,-0.06452079
14:26:33,-0.054594333
14:26:34,-0.023161143
14:26:35,-0.066176384
14:26:36,0.004962637
14:26:37,-0.095955757
14:26:38,-0.029779965
14:26:39,-0.036397012
14:26:40,-0.04136024
14:26:41,-0.099263392
14:26:42,-0.069484019
14:26:43,-0.072793431
14:26:44,-0.043014057
14:26:45,-0.052940516
14:26:46,-0.076102842
14:26:47,-0.066176384
14:26:48,-0.04136024
14:26:49,-0.054594333
14:26:50,-0.089336935
14:26:51,-0.067830202
14:26:52,-0.066176384
14:26:53,-0.056249926
14:26:54,-0.072793431
14:26:55,-0.046323469
14:26:56,-0.061213155
14:26:57,-0.036397012
14:26:58,-0.081066071
14:26:59,-0.049631104
14:27:00,-0.034743194
14:27:01,-0.059557561
14:27:02,-0.062866973
14:27:03,-0.006617639
14:27:04,-0.051286698
14:27:05,-0.038050829
14:27:06,-0.090992528
14:27:07,-0.076102842
14:27:08,0.001655002
14:27:09,-0.039706422
14:27:10,-0.052940516
14:27:11,-0.046323469
14:27:12,-0.099263392
14:27:13,-0.047977286
14:27:14,-0.034743194
14:27:15,-0.043014057
14:27:16,-0.052940516
14:27:17,-0.076102842
14:27:18,-0.031433783
14:27:19,-0.013234685
14:27:20,-0.004963821
14:27:21,-0.036397012
14:27:22,-0.044669651
14:27:23,-0.036397012
14:27:24,-0.038050829
14:27:25,-0.023161143
14:27:26,-0.044669651
14:27:27,-0.019853508
14:27:28,-0.052940516
14:27:29,-0.054594333
14:27:30,-0.036397012
14:27:31,-0.00165441
14:27:32,-0.036397012
14:27:33,-0.081066071
14:27:34,-0.047977286
