Date,Weight [Bridge Input Ch:0 -> 1046 S/N:583686]
2024-05-31 14:55:19.943438,602.897810085128
2024-05-31 14:55:20.943438,603.101849989103
2024-05-31 14:55:21.943438,603.090822565489
2024-05-31 14:55:22.943438,603.372068251113
2024-05-31 14:55:23.943438,603.298539593178
2024-05-31 14:55:24.943438,603.537507238028
2024-05-31 14:55:25.943438,603.620225744602
2024-05-31 14:55:26.943438,603.675372731495
2024-05-31 14:55:27.943438,603.83529701972
2024-05-31 14:55:28.943438,603.859193389452
2024-05-31 14:55:29.943438,604.125734527748
2024-05-31 14:55:30.943438,603.962133115809
2024-05-31 14:55:31.943438,604.300365337066
2024-05-31 14:55:32.943438,604.258085322527
2024-05-31 14:55:33.943438,604.410657337087
2024-05-31 14:55:34.943438,604.690065447737
2024-05-31 14:55:35.943438,604.552199954269
2024-05-31 14:55:36.943438,604.702932420091
2024-05-31 14:55:37.943438,604.901459599141
2024-05-31 14:55:38.943438,604.802196996498
2024-05-31 14:55:39.943438,605.103663901905
2024-05-31 14:55:40.943438,605.101824353165
2024-05-31 14:55:41.943438,605.109178600594
2024-05-31 14:55:42.943438,605.478659465247
2024-05-31 14:55:43.943438,605.412483080976
2024-05-31 14:55:44.943438,605.554025698158
2024-05-31 14:55:45.943438,605.656965424515
2024-05-31 14:55:46.943438,605.568730245486
2024-05-31 14:55:47.943438,605.910637616693
2024-05-31 14:55:48.943438,605.916152315383
2024-05-31 14:55:49.943438,606.01541689179
2024-05-31 14:55:50.943438,606.327913194575
2024-05-31 14:55:51.943438,606.112841919458
2024-05-31 14:55:52.943438,606.419823523554
2024-05-31 14:55:53.943438,606.335265468239
2024-05-31 14:55:54.943438,606.440042769571
2024-05-31 14:55:55.943438,606.699231634204
2024-05-31 14:55:56.943438,606.645922222285
2024-05-31 14:55:57.943438,606.752539072357
2024-05-31 14:55:58.943438,607.00069853961
2024-05-31 14:55:59.943438,606.831582428982
2024-05-31 14:56:00.943438,607.099961142253
2024-05-31 14:56:01.943438,607.164297977785
2024-05-31 14:56:02.943438,607.138564033078
2024-05-31 14:56:03.943438,607.40142804766
2024-05-31 14:56:04.943438,607.346281060767
2024-05-31 14:56:05.943438,607.506205348992
2024-05-31 14:56:06.943438,607.724953747824
2024-05-31 14:56:07.943438,607.699217829353
2024-05-31 14:56:08.943438,607.846275145224
2024-05-31 14:56:09.943438,608.019066405802
2024-05-31 14:56:10.943438,599.965861511398
2024-05-31 14:56:11.943438,603.101849989103
2024-05-31 14:56:12.943438,1.20885466784423
2024-05-31 14:56:13.943438,277.424053464727
2024-05-31 14:56:14.943438,278.098676384737
2024-05-31 14:56:15.943438,278.460804975726
2024-05-31 14:56:16.943438,278.732858838947
2024-05-31 14:56:17.943438,278.929548443022
2024-05-31 14:56:18.943438,279.113369100979
2024-05-31 14:56:19.943438,279.361528568232
2024-05-31 14:56:20.943438,279.394614786603
2024-05-31 14:56:21.943438,279.563730897232
2024-05-31 14:56:22.943438,279.745713980214
2024-05-31 14:56:23.943438,279.804536117057
2024-05-31 14:56:24.943438,279.9773293514
2024-05-31 14:56:25.943438,279.986519200039
2024-05-31 14:56:26.943438,280.122547118531
2024-05-31 14:56:27.943438,280.242030940956
2024-05-31 14:56:28.943438,280.378058859449
2024-05-31 14:56:29.943438,280.435043421317
2024-05-31 14:56:30.943438,280.593130134567
2024-05-31 14:56:31.943438,280.681363339831
2024-05-31 14:56:32.943438,280.786142614928
2024-05-31 14:56:33.943438,280.843127176795
2024-05-31 14:56:34.943438,281.00305146502
2024-05-31 14:56:35.943438,280.992022067642
2024-05-31 14:56:36.943438,281.12437286242
2024-05-31 14:56:37.943438,281.258561232173
2024-05-31 14:56:38.943438,281.328414740159
2024-05-31 14:56:39.943438,281.435029616466
2024-05-31 14:56:40.943438,281.462603109912
2024-05-31 14:56:41.943438,281.55635298763
2024-05-31 14:56:42.943438,281.705247878477
2024-05-31 14:56:43.943438,281.797158207455
2024-05-31 14:56:44.943438,281.87620156408
2024-05-31 14:56:45.943438,281.986493564101
2024-05-31 14:56:46.943438,282.030611153616
2024-05-31 14:56:47.943438,282.170314222058
2024-05-31 14:56:48.943438,282.227298783926
2024-05-31 14:56:49.943438,282.264064099776
2024-05-31 14:56:50.943438,282.401929593244
2024-05-31 14:56:51.943438,282.473620676205
2024-05-31 14:56:52.943438,282.558178731519
2024-05-31 14:56:53.943438,282.646411936783
2024-05-31 14:56:54.943438,282.707073622365
2024-05-31 14:56:55.943438,282.817365622386
2024-05-31 14:56:56.943438,282.957070664594
2024-05-31 14:56:57.943438,282.982804609301
2024-05-31 14:56:58.943438,283.072877363304
2024-05-31 14:56:59.943438,283.168464815997
2024-05-31 14:57:00.943438,283.216257555461
2024-05-31 14:57:01.943438,283.295300912086
2024-05-31 14:57:02.943438,283.38353411735
2024-05-31 14:57:03.943438,283.436843529268
2024-05-31 14:57:04.943438,283.512209762179
2024-05-31 14:57:05.943438,283.646398131932
2024-05-31 14:57:06.943438,283.677648749093
2024-05-31 14:57:07.943438,283.808161968896
2024-05-31 14:57:08.943438,283.830220763653
2024-05-31 14:57:09.943438,283.927645791321
2024-05-31 14:57:10.943438,283.953379736028
2024-05-31 14:57:11.943438,284.09676190195
2024-05-31 14:57:12.943438,284.153746463818
2024-05-31 14:57:13.943438,284.183157532239
2024-05-31 14:57:14.943438,284.366978190196
2024-05-31 14:57:15.943438,284.363301066481
2024-05-31 14:57:16.943438,284.440506848131
2024-05-31 14:57:17.943438,284.583887040288
2024-05-31 14:57:18.943438,284.61329810871
2024-05-31 14:57:19.943438,284.640871602156
2024-05-31 14:57:20.943438,284.743811328513
2024-05-31 14:57:21.943438,284.894545768099
2024-05-31 14:57:22.943438,284.960720178606
2024-05-31 14:57:23.943438,284.973587150959
2024-05-31 14:57:24.943438,285.026896562877
2024-05-31 14:57:25.943438,285.109615069452
2024-05-31 14:57:26.943438,285.20704009712
2024-05-31 14:57:27.943438,285.28424587877
2024-05-31 14:57:28.943438,285.333878166974
2024-05-31 14:57:29.943438,285.412919549834
2024-05-31 14:57:30.943438,285.466228961752
2024-05-31 14:57:31.943438,285.699681907913
2024-05-31 14:57:32.943438,285.683137811845
2024-05-31 14:57:33.943438,285.844899675044
2024-05-31 14:57:34.943438,285.942324702712
2024-05-31 14:57:35.943438,285.76218116847
2024-05-31 14:57:36.943438,285.754826921041
2024-05-31 14:57:37.943438,285.92026788172
2024-05-31 14:57:38.943438,286.026882758026
2024-05-31 14:57:39.943438,286.249306306808
2024-05-31 14:57:40.943438,286.094896717273
2024-05-31 14:57:41.943438,286.192321744941
2024-05-31 14:57:42.943438,286.223572362101
2024-05-31 14:57:43.943438,286.444156362144
2024-05-31 14:57:44.943438,286.580184280637
2024-05-31 14:57:45.943438,286.826506172915
2024-05-31 14:57:46.943438,286.760329788644
2024-05-31 14:57:47.943438,286.885328309758
2024-05-31 14:57:48.943438,286.901872405826
2024-05-31 14:57:49.943438,286.90922467949
2024-05-31 14:57:50.943438,286.865107089976
2024-05-31 14:57:51.943438,287.091207762472
2024-05-31 14:57:52.943438,286.980915762451
2024-05-31 14:57:53.943438,287.328337832347
2024-05-31 14:57:54.943438,287.491937270522
2024-05-31 14:57:55.943438,287.646346860057
2024-05-31 14:57:56.943438,287.616935791636
2024-05-31 14:57:57.943438,287.593039421904
2024-05-31 14:57:58.943438,287.434952708654
2024-05-31 14:57:59.943438,287.513996065279
2024-05-31 14:58:00.943438,287.513996065279
2024-05-31 14:58:01.943438,287.710685669354
2024-05-31 14:58:02.943438,287.727229765422
2024-05-31 14:58:03.943438,287.797081299643
2024-05-31 14:58:04.943438,287.870609957579
2024-05-31 14:58:05.943438,287.997446053668
2024-05-31 14:58:06.943438,287.947813765464
2024-05-31 14:58:07.943438,288.127959273471
2024-05-31 14:58:08.943438,288.070974711603
2024-05-31 14:58:09.943438,288.221707177424
2024-05-31 14:58:10.943438,288.319132205092
2024-05-31 14:58:11.943438,288.350382822253
2024-05-31 14:58:12.943438,288.456999672325
2024-05-31 14:58:13.943438,288.484573165771
2024-05-31 14:58:14.943438,288.561776973656
2024-05-31 14:58:15.943438,288.602217439456
2024-05-31 14:58:16.943438,288.684937919796
2024-05-31 14:58:17.943438,288.727215960571
2024-05-31 14:58:18.943438,288.841185084306
2024-05-31 14:58:19.943438,288.80993644091
2024-05-31 14:58:20.943438,288.927580714595
2024-05-31 14:58:21.943438,289.054416810684
2024-05-31 14:58:22.943438,289.08382985287
2024-05-31 14:58:23.943438,289.195959427866
2024-05-31 14:58:24.943438,289.20515125027
2024-05-31 14:58:25.943438,289.263973387113
2024-05-31 14:58:26.943438,289.28603218187
2024-05-31 14:58:27.943438,289.436766621456
2024-05-31 14:58:28.943438,289.468015264852
2024-05-31 14:58:29.943438,289.482721785945
2024-05-31 14:58:30.943438,289.56176514257
2024-05-31 14:58:31.943438,289.618749704438
2024-05-31 14:58:32.943438,289.672057142591
2024-05-31 14:58:33.943438,289.734556403148
2024-05-31 14:58:34.943438,289.859554924263
2024-05-31 14:58:35.943438,289.892643116398
2024-05-31 14:58:36.943438,290.059919678287
2024-05-31 14:58:37.943438,290.028669061126
2024-05-31 14:58:38.943438,290.11874181513
2024-05-31 14:58:39.943438,290.056242554573
2024-05-31 14:58:40.943438,290.201462295469
2024-05-31 14:58:41.943438,290.19962274673
2024-05-31 14:58:42.943438,290.308077171776
2024-05-31 14:58:43.943438,290.363224158669
2024-05-31 14:58:44.943438,290.374253556048
2024-05-31 14:58:45.943438,290.460649186337
2024-05-31 14:58:46.943438,290.455134487648
2024-05-31 14:58:47.943438,290.664691064076
2024-05-31 14:58:48.943438,290.620573474562
2024-05-31 14:58:49.943438,290.762116091744
2024-05-31 14:58:50.943438,290.745571995676
2024-05-31 14:58:51.943438,290.863218243126
2024-05-31 14:58:52.943438,290.956966147079
2024-05-31 14:58:53.943438,290.918365230019
2024-05-31 14:58:54.943438,291.107700586665
2024-05-31 14:58:55.943438,291.056230723487
2024-05-31 14:58:56.943438,291.133434531372
2024-05-31 14:58:57.943438,291.210640313022
2024-05-31 14:58:58.943438,291.280491847243
2024-05-31 14:58:59.943438,291.319094738068
2024-05-31 14:59:00.943438,291.342991107801
2024-05-31 14:59:01.943438,291.416519765736
2024-05-31 14:59:02.943438,291.442255684208
2024-05-31 14:59:03.943438,291.537841163136
2024-05-31 14:59:04.943438,291.598502848718
2024-05-31 14:59:05.943438,291.609532246097
2024-05-31 14:59:06.943438,292.635254359717
2024-05-31 14:59:07.943438,292.666503003114
2024-05-31 14:59:08.943438,292.683047099181
2024-05-31 14:59:09.943438,292.69407649656
2024-05-31 14:59:10.943438,292.762090455806
2024-05-31 14:59:11.943438,292.861355032214
2024-05-31 14:59:12.943438,292.872382455828
2024-05-31 14:59:13.943438,292.833781538767
2024-05-31 14:59:14.943438,292.966132333546
2024-05-31 14:59:15.943438,293.04885084012
2024-05-31 14:59:16.943438,293.015764621749
2024-05-31 14:59:17.943438,293.087453730945
2024-05-31 14:59:18.943438,293.195908155992
2024-05-31 14:59:19.943438,293.201422854681
2024-05-31 14:59:20.943438,293.276789087592
2024-05-31 14:59:21.943438,293.320906677106
